title,address1,address2,city,state,zipcode,country,website,phone,tags,latitude,longitude
STEAMBOAT DRY GOODS,136 STEWART LOOP,,BOZEMAN,MT,59718,USA,,406-525-3288,,45.723449,-111.186226
STEPPING OUT,21 TALBOT ST. N,,ESSEX,ON,N8M 1A5,CANADA,,,,42.174307,-82.821002
STILE FASHION ACCESSORIES,801 MAIN STREET,,MONCTON,NB,E1C 1G1,CANADA,,,,46.088361,-64.778932
STIRLING ARTS BTQ,504 MAIN RD.,,HUDSON,QC,J0P 1H0,CANADA,,,,45.464465,-74.150848
STUDIO B,105 DUNDAS STREET WEST,,TRENTON,ON,K8V 3P4,CANADA,,,,44.099901,-77.577572
STUDIO BOUTIQUE,195 WATER STREET,,CARBONEAR,NF,A1Y 1B6,CANADA,,,,47.738634,-53.225843
STUDIO STYLE,215 MAIN STREET,,PORT STANLEY,ON,N5L 1C4,CANADA,,,,42.665531,-81.211654
STUNNING,700 SUSSEX DR,,OTTAWA,ON,K1N 1K4,CANADA,,,,45.425845,-75.69409
STYLE BOUTIQUE,827 WARD ST,,BRIDGENORTH,ON,K0L 1H0,CANADA,,,,44.379489,-78.384734
STYLE FINDER,4421 SIX FORKS RD., SUITE #104,RALEIGH,NC,27609,USA,,,,35.840181,-78.643502
STYLE NICHE BOUTIQUE,2930 146TH STREET W,SUITE 111,ROSEMOUNT,MN,55068,USA,,952-237-7491,,44.737519,-93.125396
SUBLIME FASHIONS,4555B MARINE AVENUE,,POWELL RIVER,BC,V8A 2K5,CANADA,,,,49.839187,-124.527895
SUIT YOURSELF,1496 LOWER WATER STREET,,HALIFAX,NS,B3J 3R5,CANADA,,,,44.644258,-63.570064
SUNFLOWERS,500 WASHINGTON ST. MALL,,CAPE MAY,NJ,8204,USA,,609-435-5331,,38.932674,-74.922695
SUTTLES & SEAWINDS,466 MAIN ST,,MAHONE BAY,NS,B0J 2E0,CANADA,,,,44.44902,-64.384245
SWEET SAILING,120 RITTENHOUSE AVE.,,BAYFIELD,WI,54814,USA,,,,46.810809,-90.81536
TAKE IT OUTSIDE,196 HECTOR GATE,,DARTMOUTH,NS,B3B 0E6,CANADA,,,,44.706013,-63.560806
TALK O' THE TOWN,19555  OPEONGO LINE,,BARRY'S BAY,ON,K0J 1B0,CANADA,,,,45.488297,-77.678879
TEMPTATIONS,11274 S FORTUNA RD,,YUMA,AZ,85367,USA,,928-305-0662,,32.667734,-114.447566
TERI ANN'S,290 FRONT ST.,,MARIETTA,OH,45750,USA,,,,39.4143,-81.455562
THALICIA,C.P. 726,,MONTREAL,QC,H5B 1B8,CANADA,,,,45.497216,-73.610364
THE 3 GRACES,122 MAIN ST.,,LUDLOW,VT,5149,USA,,203-240-1201,,43.395934,-72.698553
THE 308 BOUTIQUE,320 WEST AVENUE,,HOLDREGE,NE,68949,USA,,308-293-5366,,40.429207,-99.325955
THE 308 BOUTIQUE,725 N. 210,SUITE 130,ELKHORN,NE,68022,USA,,,,41.266199,-96.243557
THE BIRD CAGE BOUTIQUE,4706 B STARKEY RD,,ROANOKE,VA,24018,USA,,540-556-2421,,37.22196,-79.985196
THE CAPSULE WARDROBE,111 WEST BELL, UNIT A,GLENDIVE,MT,59330,USA,,,,47.104427,-104.714346
THE CLAN SHOPPE LIMITED,47 MAIN ST,,BRIGHTON,ON,K0K 1H0,CANADA,,,,44.277272,-77.125387
THE CLOTHING STORE,#8 VILLAGE DR.,,WESTEROSE,AB,T0C 2V0,CANADA,,,,52.962292,-114.027501
THE COTTAGE CLOTHING CO,26A 215 PORT AUGUSTA ST,,COMOX,BC,V9M 3M9,CANADA,,,,49.672534,-124.926051
THE COTTAGE CLOTHING COURTNEY,238 5TH STREET,,COURTNEY,BC,V9N 1J6,CANADA,,,,49.691077,-124.997782
THE COTTAGE ON MAIN,149 MAIN STREET,,ANNAPOLIS,MD,21401,USA,,,,38.977566,-76.489335
THE COUNTRY BARN,2615 INWOOD RD,,INWOOD,ON,N0N 1K0,CANADA,,,,42.782203,-81.982938
THE COUNTY LINE,17 TORONTO ST,,MARKDALE,ON,N0C 1H0,CANADA,,,,44.31863,-80.647311
THE DIAMOND SHOP,700 MAIN ST.,,LEWISTON,ID,83501,USA,,,,46.420704,-117.024785
THE FARMERS DAUGHTER,1901 E. FIRE TOWER RD. ,UNIT 100,GREENVILLE,NC,27871,USA,,,,35.566333,-77.355652
THE FRENCH SHOPPE,6049 HIGHWAY 100,,Nashville, TN,37205,USA,,,,36.097915,-86.872351
THE GRADY MARKET,76 WATER STREET,,APALACHICOLA,FL,32320,USA,,850-653-4099,,29.725182,-84.981371
THE GRAND AMERICA HOTEL,555 SOUTH MAIN STREET,,SALT LAKE CITY,UT,84111,USA,,801-258-6724,,40.757419,-111.890041
THE LEATHER HOUSE,162 WATER STREET,,ST. ANDREW,NB,E5B 1B2,CANADA,,,,45.074454,-67.054234
THE LITTLE PINK DOOR,111 - 2120 DOLLARTON HWY,,NORTH VANCOUVER,BC,V7H 0B5,CANADA,,,,49.3551,-122.9802
THE LONELY GUY,314 RIDGE ROAD N,,RIDGEWAY,ON,L0S 1N0,CANADA,,,,42.883359,-79.051634
THE MARKET AT 76067,100 SOUTH OAK AVE.,,MINERAL WELLS,TX,76067,USA,,,,32.809009,-98.113191
THE MARKET PLACE,120 E. MEADOW STREET,,VIDALIA,GA,30474,USA,,912-293-3512,,32.218018,-82.412103
THE OLD MILL,82790 LONDON ROAD,,BLYTH,ON,NOM 1H0,CANADA,,,,43.736599,-81.429402
THE PALM ON CHESTNUT,1203-B CHESTNUT ST.,,MURRAY,KY,42071,USA,,,,36.616856,-88.316495
THE PALM TREE BOUTIQUE,6322 N. NAVARRO,,VICTORIA,TX,77904,USA,,,,28.854478,-96.996441
THE PEARL PORCH BOUTIQUE,510 E LIBERTY ST,,BROOKSVILLE,FL,34601,USA,,352-754-5111,,28.553975,-82.380969
THE PINK NICKEL,108 BARTRAM OAKS WALK,STE 107,FRUIT COVE,FL,32259,USA,,904-230-9288,,30.123328,-81.62318
THE PRETTY PINK ROOSTER,115 MORRISTOWN RD,SUITE A,BERNARDSVILLE,NJ,7924,USA,,908-955-8484,,40.720011,-74.559624
THE RIVERLANE,20 NIBANG AVENUE,,OLD SAYBROOK,CT,6475,USA,,347-267-5341,,41.273922,-72.353658
THE SANDBOX IN THE CITY,616 MAIN ST. EAST,UNIT 110,SASKATOON,SK,S7H 0J6,CANADA,,,,52.116808,-106.638127
THE SHOPPE AT THE BELLEVU,11200 SE 6TH ST,,BELLEVUE,WA,98004,USA,,425-688-3382,,47.605532,-122.189373
THE STORE UPSTAIRS,101-209 CENTRE AVE.,,AIRDRIE,AB,T4B 3L8,CANADA,,,,51.291171,-114.010926
THE WARDROBE ,117 D STREET,,DAVIS,CA,95616,USA,,530-400-5511,,38.542329,-121.742227
THE WISHING WELL BOUTIQUE,341 COTTON ROW,,CLEVELAND,MS,38732,USA,,,,33.747931,-90.721806
THERAPY,485 ACADEMY ROAD,,WINNIPEG,MB,R3N 0C9,CANADA,,,,49.874266,-97.191903
THREE LITTLE BIRDS,131 W CHOCOLATE AVENUE, SUITE 120,HERSHEY,PA,17003,USA,https://tlbboutique.com/,,,40.28429,-76.654121
THREE LITTLE BIRDS,6455 CARLISLE PIKE,SUITE 2B,MECHANICSBURG,PA,17050,USA,,,,40.245906,-77.014999
THREE WILD WOMEN,263 RICHMOND RD,,OTTAWA,ON,K1Z 6X1,CANADA,,,,45.393769,-75.750824
THREE WISHES,370 MAIN STREET,,PENTICTON,BC,V2A 5C3,CANADA,,,,49.497537,-119.591442
TIDES OF ANACORTES,719 COMMERCIAL AVE.,,ANACORTES,WA,98221,USA,,360-929-9255,,48.516025,-122.612338
TOWN & COUNTRY,62 PEMBROKE ST. W.,,PEMBROKE,ON,K8A 5M6,CANADA,,,,45.825774,-77.114256
TOWNE EMPORIUM,8 MAIN ST. W.,,KINGSVILLE,ON,N9Y 1H1,CANADA,,,,42.038031,-82.740044
TRE BOUTIQUE,2690 VIA DE LA VALLE ,SUITE D240,DEL MAR,CA,92014,USA,,858-755-0511,,32.981202,-117.25043
TRE'S CHIC BOUTIQUE,201 E MAIN ST.,,BRENHAM,TX,77833,USA,,,,30.167665,-96.397288
TRENDY'S CLOTHING LTD,UNIT 1 - 4045 SOUTH RIVER RD,,ANTIGONISH,NS,B2G 2H6,CANADA,,,,45.616509,-61.965986
TRIXIE INC.,2313 BLOOR STREET WEST,,TORONTO,ON,M6S 1P1,CANADA,,,,43.650162,-79.479646
TRU BLUE BOUTIQUE,201 N RIVERSIDE,SUITE C4,ST. CLAIR,MI,48079,USA,,810-423-8325,,42.825518,-82.486185
TULIPE NOIRE CLOTHING,1887 OAK BAY AVENUE,,VICTORIA,BC,V8R 1C6,CANADA,,,,48.426192,-123.326137
ULTIMATE SALON & SPA,401 2ND ST. N,SUITE 101,LA CROSSE,WI,54601,USA,,,,43.816418,-91.252166
UNBOUTIQUED,22137 TOWNSHIP ROAD,,ARDROSSAN,AB,T8E 2G1,CANADA,,,,53.551709,-113.143322
UNIQUE BOUTIQUE FOR U,34 MAIN STREET,,SUTTER CREEK,CA,95685,USA,,209-267-1806,,38.392828,-120.802574
UNIQUELY U,5003 50TH AVE,,VERMILLION,AB,T9X 1A7,CANADA,,,,53.353824,-110.852603
URBAN BUTTER,120 THORNE AVENUE,,DARTMOUTH,NS,B3B 1Z2,CANADA,,,,44.697724,-63.595415
URBAN THREADZ,"215 MAIN ST., UNIT 6",,FREDERICTON,NB,E3A 1E1,CANADA,,,,45.977153,-66.650551
UTE MOUNTAINEER,210 S GALENA ST,,ASPEN,CO,81611,USA,,970-925-2849,,39.189006,-106.818169
V2V,415 N. FIFTH AVE, ,ANN ARBOR,MI,48104,USA,,734-665-9110,,42.284611,-83.746207
VESTA'S BOUTIQUE,11525 CANTRELL RD, #303,LITTLE ROCK,AR,72212,USA,,501-375-1777,,34.792203,-92.400732
VETEMENTS BRIGIDE ENR.,618  LAFLEUR,,LACHUTE,QC,J8H 1R8,CANADA,,,,45.656184,-74.330486
VI-LEENS,440 - 10TH STREET,,HANOVER,ON,N4N 1P9,CANADA,,,,44.152994,-81.022933
VILLAGE THREADS,57100 BEAVER DR,BUILDING 21 #130,SUNRIVER,OR ,97707,USA,,,,43.87364,-121.436494
VIRTU BOUTIQUE,5004 - 50TH STREET,,BEAUMONT,AB,T4X 1E6,CANADA,,,,53.352805,-113.415464
VOGUE BOUTIQUE,144 SOUTH MAIN STREET,,CARL JUNCTION,MO,64834,USA,,417-649-7911,,37.17599,-94.565117
VOLAMOS BOUTIQUE,327 EAST PINE STREET,,CENTRAL POINT,OR,97502,USA,,,,42.375513,-122.915124
VON MAUR,301 VETERANS PKWY.,,NORMAL,IL,61761,USA,,(309) 454-2048,,40.507586,-88.955218
VON MAUR,6301 UNIVERSITY AVE.,,CEDAR FALLS,IA,50613,USA,,(319) 277-7490,,42.510899,-92.43616
VON MAUR,1350 HICKORY POINT MALL,,FORSYTH,IL,62535,USA,,(217) 877-2499,,39.917874,-88.959046
VON MAUR,1551 VALLEY WEST DR.,,W. DES MOINES,IA,50266,USA,,(515) 223-1311,,41.597506,-93.749507
VON MAUR,4500 16TH ST.,,MOLINE,IL,61265,USA,,(309) 797-0575,,41.467723,-90.5069
VON MAUR,320 W. KIMBERLY RD.,,DAVENPORT,IA,61265,USA,,(309) 386-0880,,41.560886,-90.573508
VON MAUR,115 IOWA RIVER LANDING PL.,,CORALVILLE,IA,52241,USA,,(319) 351-7220,,41.683977,-91.56187
VON MAUR,4444 1ST AVE. NE,,CEDAR RAPIDS,IA,52402,USA,,(319) 395-9770,,42.025789,-91.626994
VON MAUR,145 YORKTOWN SHOPPING CTR.,,LOMBARD,IL,60148,USA,,(630) 953-8181,,41.83812,-88.005863
VON MAUR,10010 CALIFORNIA ST.,,OMAHA,NE,68114,USA,,(402) 390-0381,,41.265347,-96.0674
VON MAUR,6020 E. 82ND ST.,,INDIANAPOLIS,IN,46250,USA,,(317) 594-1870,,39.910231,-86.067563
VON MAUR,1251 US HWY 31 NORTH,,GREENWOOD,IN,46250,USA,,(317) 885-9936,,39.630617,-86.121306
VON MAUR,2900 PINE LAKE RD.,,LINCOLN,NE,68516,USA,,(402) 420-9100,,40.741326,-96.679644
VON MAUR,400 PRAIRIE CENTER DR.,,EDEN PRAIRIE,MN,55344,USA,,(952) 829-0200,,44.854293,-93.422475
VON MAUR,4202 W. JEFFERSON BLVD.,,FT. WAYNE,IN,46804,USA,,(260) 432-3244,,41.070595,-85.197039
VON MAUR,3810 E. MAIN ST.,,ST. CHARLES,IL,60174,USA,,(630) 377-9987,,41.922663,-88.269245
VON MAUR,7700 E. KELLOGG RD.,,WICHITA,KS,67207,USA,,(316) 685-6100,,37.683077,-97.24711
VON MAUR,1960 TOWER DR.,,GLENVIEW,IL,60026,USA,,(847) 724-4199,,42.090078,-87.825496
VON MAUR,300 BRIARWOOD CIRCLE,,ANN ARBOR,MI,48108,USA,,(734) 622-0233,,42.23913,-83.747216
VON MAUR,37500 6 MILE RD.,,LIVONIA,MI,48152,USA,,(734) 432-6949,,42.413721,-83.415992
VON MAUR,7900 SHELBYVILLE RD.,,LOUISVILLE,KY,40222,USA,,(502) 425-7100,,38.246862,-85.610471
VON MAUR,1530 POLARIS PKWY.,,COLUMBUS,OH,43240,USA,,(614) 781-7855,,40.144998,-82.980005
VON MAUR,6701 W. 135TH ST.,,OVERLAND PARK,KS,66223,USA,,(913) 681-1031,,38.881893,-94.663291
VON MAUR,100 MAGNOLIA LN.,,BEAVERCREEK,OH,45440,USA,,(937) 431-8880,,39.693368,-84.100043
VON MAUR,2 FOUNTAIN GRASS DR.,,LAKE ST. LOUIS,MO,63367,USA,,(636) 56-7040,,38.781959,-90.78839
VON MAUR,4000 NORTH POINT CIRCLE,,ALPHARETTA,GA,30022,USA,,(678) 339-9988,,34.047098,-84.296602
VON MAUR,4400 ASHFORD-DUNWOODY RD.,,ATLANTA,GA,30346,USA,,(770) 552-0468,,33.923751,-84.340273
VON MAUR,300 EASTVIEW MALL,,VICTOR,NY,14564,USA,,(585) 223-3417,,43.028492,-77.444395
VON MAUR,2400 RIVERCHASE GALLERIA,,HOOVER,AL,35244,USA,,(205) 982-4337,,33.378803,-86.810227
VON MAUR,2501 W. MEMORIAL RD.,,OKLAHOMA CITY,OK,73134,USA,,(405) 751-1424,,35.61315,-97.558412
VON MAUR,3333 BUFORD DR.,,BUFORD,GA,30519,USA,,(470) 777-3036,,34.066232,-83.984402
VON MAUR,20111 LORD ST.,,BROOKFIELD,WI,53045,USA,,(262) 599-7090,,43.06081,-88.15589
VON MAUR,1650 COUNTY RD. B2 WEST,,ROSEVILLE,MN,55113,USA,,(763) 204-6966,,45.013726,-93.171025
VON MAUR,3099 28TH ST.,,KENTWOOD,MI,49512,USA,,(616) 295-5854,,42.914939,-85.590343
VON MAUR,4 ORLAND SQUARE DR.,,ORLAND,IL,60462,USA,,(708) 675-3816,,41.619103,-87.849223
VON MAUR,104 N. ADAMS RD.,,ROCHESTER HILLS,MI,48309,USA,,(586) 698-7084,,42.686513,-83.194142
VON MAUR,66 W. TOWNE MALL,,MADISON,WI,53719,USA,,,,43.057388,-89.505316
WANT THE CLOTIHING COMPANY,488 BAKER ST,,NELSON,BC,V1L 4H8,CANADA,,,,49.491767,-117.294068
WATCH US WOMEN,1131 NOTTINGHILL GATE,,OAKVILLE,ON,L6M 2G3,CANADA,,,,43.440078,-79.719047
WATER FROM THE MOON,118 SOUTH 500 WEST,,HEBER,UT,84032,USA,,435-654-2267,,40.506178,-111.422359
WATER LILY,8 BRIDGE ST N.,,HASTINGS,ON,K0L 1Y0,CANADA,,,,44.308953,-77.956244
WHAT TO WEAR ROCKY MOUNTAIN,2714 NORTH GATE BLVD,,COLORADO SPRINGS,CO,80921,USA,,719-488-5980,,39.029559,-104.780005
WHAT'S IN STYLE,75 BABCOMBE DRIVE,,THORNHILL,ON,L3T 1M9,CANADA,,,,43.80958,-79.386061
WHITE BULL CLOTHING,204 CENTRE STREET SE,,HIGH RIVER,AB,T1V 1R7,CANADA,,,,50.581036,-113.870625
WILDFLOWERS STYLE & CO.,UNIT 175 - 20728 WILLOUGHBY TOWN CENTRE DRIVE,,LANGLEY,BC,V2Y 0P3,CANADA,,,,49.145357,-122.647736
WILLOW,1935 MAIN ST,,VAL CARRON,ON,P3N 1B4,CANADA,,,,46.610354,-81.020748
WINKLER CO-OP,390 1ST STREET,,WINKLER,MB,R6W 4B2,CANADA,,,,49.182862,-97.934
WISH ON A STAR,268 NEWPORT DR,,PORT MOODY,BC,V3H 5B9,CANADA,,,,49.283083,-122.825335
WITTS END,3525 LONGMIRE DR,SUITE L,COLLEGE STATION,TX,77845,USA,,,,30.582522,-96.286686
YOKExHEM,629 3RD ST. SE,,MEDICINE HAT,AB,T1A 0H4,CANADA,,,,50.039798,-110.674696
ZAZU BOUTIQUE,53 BRIDGE ST E,,CAMPBELLFORD,ON,K0L 1L0,CANADA,,,,44.308591,-77.798084
ZOCALO,441 MARINE DRIVE,,GIBSON LANDING,BC,V0N 1V0,CANADA,,,,48.828454,-123.295345
